cay_trong,thoi_gian,nhiet_do,do_am,do_am_dat,anh_sang,trang_thai,san_luong
Lua,2024-08-15 10:00:00,21.20,53.90,66.90,63.70,Binh thuong,
Lua,2024-08-15 11:00:00,22.80,50.00,76.20,75.20,Binh thuong,
Lua,2024-08-15 12:00:00,21.40,55.20,72.10,66.30,Binh thuong,
Lua,2024-08-15 13:00:00,21.20,47.20,64.70,63.60,Binh thuong,
Lua,2024-08-15 14:00:00,22.80,50.20,78.20,74.30,Binh thuong,
Lua,2024-08-15 15:00:00,21.40,55.20,72.10,66.30,Binh thuong,
Lua,2024-08-15 16:00:00,21.00,59.90,64.50,74.90,Binh thuong,
Lua,2024-08-15 17:00:00,21.20,47.20,64.70,63.60,Binh thuong,
Lua,2024-08-15 18:00:00,22.80,50.20,78.20,74.30,Binh thuong,
Lua,2024-08-15 19:00:00,21.00,59.90,64.50,74.90,Binh thuong,
Lua,2024-08-15 20:00:00,23.80,55.20,70.30,65.40,Binh thuong,
Lua,2024-08-15 21:00:00,22.90,54.60,61.60,65.00,Binh thuong,
Lua,2024-08-15 22:00:00,21.90,58.60,72.60,62.90,Binh thuong,
Lua,2024-08-15 23:00:00,23.70,51.90,60.50,62.90,Binh thuong,
Lua,2024-08-16 00:00:00,24.00,46.20,74.50,68.50,Binh thuong,
Lua,2024-08-16 01:00:00,22.40,50.90,75.50,79.40,Binh thuong,
Lua,2024-08-16 02:00:00,21.10,46.90,66.30,72.60,Binh thuong,
Lua,2024-08-16 03:00:00,22.90,54.60,61.60,65.00,Binh thuong,
Lua,2024-08-16 04:00:00,21.90,58.60,72.60,62.90,Binh thuong,
Lua,2024-08-16 05:00:00,23.70,51.90,60.50,62.90,Binh thuong,
Lua,2024-08-16 06:00:00,24.00,46.20,74.50,68.50,Binh thuong,
Lua,2024-08-16 07:00:00,22.40,50.90,75.50,79.40,Binh thuong,
Lua,2024-08-16 08:00:00,21.10,46.90,66.30,72.60,Binh thuong,
Lua,2024-08-16 09:00:00,22.10,46.20,77.00,67.50,Binh thuong,
Lua,2024-08-16 10:00:00,22.90,51.30,69.10,78.30,Binh thuong,
Lua,2024-08-16 11:00:00,23.30,45.00,64.30,78.30,Binh thuong,
Lua,2024-08-16 12:00:00,23.80,53.90,65.10,72.00,Binh thuong,
Lua,2024-08-16 13:00:00,23.70,56.50,76.10,72.30,Binh thuong,
Lua,2024-08-16 14:00:00,22.70,49.20,74.60,79.10,Binh thuong,
Lua,2024-08-16 15:00:00,23.40,49.20,62.00,72.20,Binh thuong,
Lua,2024-08-16 16:00:00,22.00,53.00,68.60,74.20,Binh thuong,
Lua,2024-08-16 17:00:00,22.10,47.60,65.60,75.80,Binh thuong,
Lua,2024-08-16 18:00:00,23.10,47.40,73.50,76.60,Binh thuong,
Lua,2024-08-16 19:00:00,21.90,57.90,79.50,76.50,Binh thuong,
Lua,2024-08-16 20:00:00,22.50,50.60,66.90,70.70,Binh thuong,
Lua,2024-08-16 21:00:00,22.60,52.50,75.00,79.10,Binh thuong,
Lua,2024-08-16 22:00:00,22.70,56.40,77.50,77.50,Binh thuong,
Lua,2024-08-16 23:00:00,24.00,47.80,60.20,70.90,Binh thuong,
Lua,2024-08-17 00:00:00,23.40,54.70,70.20,77.10,Binh thuong,
Lua,2024-08-17 01:00:00,23.60,46.00,78.50,74.90,Binh thuong,
Lua,2024-08-17 02:00:00,23.00,46.60,69.80,74.90,Binh thuong,
Lua,2024-08-17 03:00:00,21.90,55.60,72.00,76.80,Binh thuong,
Lua,2024-08-17 04:00:00,21.80,46.60,68.70,64.50,Binh thuong,
Lua,2024-08-17 05:00:00,21.00,58.60,77.70,72.20,Binh thuong,
Lua,2024-08-17 06:00:00,23.20,50.10,69.00,75.90,Binh thuong,
Lua,2024-08-17 07:00:00,21.70,51.80,69.10,75.60,Binh thuong,
Lua,2024-08-17 08:00:00,23.80,51.80,76.00,75.20,Binh thuong,
Lua,2024-08-17 09:00:00,23.60,55.70,79.90,71.60,Binh thuong,
Lua,2024-08-17 10:00:00,23.90,56.10,67.40,71.60,Binh thuong,
Lua,2024-08-17 11:00:00,23.80,51.80,76.00,75.20,Binh thuong,
Lua,2024-08-17 12:00:00,23.40,52.80,61.40,73.10,Binh thuong,
Lua,2024-08-17 13:00:00,23.60,55.70,79.90,71.60,Binh thuong,
Lua,2024-08-17 14:00:00,23.90,56.10,67.40,71.60,Binh thuong,
Lua,2024-08-17 15:00:00,23.40,52.80,61.40,73.10,Binh thuong,
Lua,2024-08-17 16:00:00,22.70,50.00,66.90,62.70,Binh thuong,
Lua,2024-08-17 17:00:00,23.10,48.00,71.40,76.60,Binh thuong,
Lua,2024-08-17 18:00:00,23.90,55.60,60.70,67.30,Binh thuong,
Lua,2024-08-17 19:00:00,22.60,56.70,72.00,75.80,Binh thuong,
Lua,2024-08-17 20:00:00,23.70,45.20,79.10,79.50,Binh thuong,
Lua,2024-08-17 21:00:00,21.80,52.20,72.90,78.60,Binh thuong,
Lua,2024-08-17 22:00:00,22.80,46.80,74.00,60.70,Binh thuong,
Lua,2024-08-17 23:00:00,22.80,54.60,60.10,62.40,Binh thuong,
Lua,2024-08-18 00:00:00,21.40,58.30,70.40,75.20,Binh thuong,
Lua,2024-08-18 01:00:00,21.40,47.20,67.70,64.00,Binh thuong,
Lua,2024-08-18 02:00:00,23.20,56.10,68.40,68.80,Binh thuong,
Lua,2024-08-18 03:00:00,23.70,55.90,77.80,70.00,Binh thuong,
Lua,2024-08-18 04:00:00,22.30,46.80,73.20,64.50,Binh thuong,
Lua,2024-08-18 05:00:00,25.00,46.80,73.20,65.30,Binh thuong,
Lua,2024-08-18 06:00:00,24.90,48.60,79.40,68.50,Binh thuong,
Lua,2024-08-18 07:00:00,25.00,57.70,60.50,66.70,Binh thuong,
Lua,2024-08-18 08:00:00,23.40,46.90,64.70,69.60,Binh thuong,
Lua,2024-08-18 09:00:00,25.00,57.70,60.50,66.70,Binh thuong,
Lua,2024-08-18 10:00:00,23.40,46.90,64.70,69.60,Binh thuong,
Lua,2024-08-18 11:00:00,24.70,55.40,72.50,74.20,Binh thuong,
Lua,2024-08-18 12:00:00,24.30,57.80,69.60,60.20,Binh thuong,
Lua,2024-08-18 13:00:00,25.00,54.10,71.40,66.50,Binh thuong,
Lua,2024-08-18 14:00:00,24.00,51.50,67.00,71.60,Binh thuong,
Lua,2024-08-18 15:00:00,25.00,54.10,71.40,66.50,Binh thuong,
Lua,2024-08-18 16:00:00,24.00,51.50,67.00,71.60,Binh thuong,
Lua,2024-08-18 17:00:00,23.40,48.20,70.70,77.90,Binh thuong,
Lua,2024-08-18 18:00:00,23.60,48.20,70.70,78.90,Binh thuong,
Lua,2024-08-18 19:00:00,23.90,55.20,62.40,64.30,Binh thuong,
Lua,2024-08-18 20:00:00,24.30,56.80,61.50,61.00,Binh thuong,
Lua,2024-08-18 21:00:00,23.30,58.80,60.50,63.90,Binh thuong,
Lua,2024-08-18 22:00:00,23.10,51.20,72.80,62.80,Binh thuong,
Lua,2024-08-18 23:00:00,24.70,45.90,64.20,70.10,Binh thuong,
Lua,2024-08-19 00:00:00,24.10,49.80,72.90,73.90,Binh thuong,
Lua,2024-08-19 01:00:00,23.40,49.10,72.20,64.60,Binh thuong,
Lua,2024-08-19 02:00:00,25.00,55.90,66.50,75.50,Binh thuong,
Lua,2024-08-19 03:00:00,24.90,57.90,77.20,68.30,Binh thuong,
Lua,2024-08-19 04:00:00,24.50,50.40,66.50,76.20,Binh thuong,
Lua,2024-08-19 05:00:00,23.30,54.30,79.40,64.20,Binh thuong,
Lua,2024-08-19 06:00:00,23.60,58.90,68.70,77.00,Binh thuong,
Lua,2024-08-19 07:00:00,24.10,48.90,64.10,66.90,Binh thuong,
Lua,2024-08-19 08:00:00,24.10,59.00,69.50,64.80,Binh thuong,
Lua,2024-08-19 09:00:00,23.20,47.70,72.60,71.60,Binh thuong,
Lua,2024-08-19 10:00:00,24.80,46.50,77.70,61.60,Binh thuong,
Lua,2024-08-19 11:00:00,23.10,51.40,68.50,76.30,Binh thuong,
Lua,2024-08-19 12:00:00,24.20,53.80,79.60,75.40,Binh thuong,
Lua,2024-08-19 13:00:00,23.50,56.30,71.10,79.60,Binh thuong,
Lua,2024-08-19 14:00:00,24.70,58.70,76.40,78.50,Binh thuong,
Lua,2024-08-19 15:00:00,25.00,59.50,65.30,70.40,Binh thuong,
Lua,2024-08-19 16:00:00,24.70,54.10,66.20,68.20,Binh thuong,
Lua,2024-08-19 17:00:00,23.10,55.20,75.00,65.20,Binh thuong,
Lua,2024-08-19 18:00:00,24.20,59.00,70.70,65.40,Binh thuong,
Lua,2024-08-19 19:00:00,23.50,51.50,69.90,65.70,Binh thuong,
Lua,2024-08-19 20:00:00,24.70,58.70,74.20,64.70,Binh thuong,
Lua,2024-08-19 21:00:00,24.10,50.80,62.00,67.90,Binh thuong,
Lua,2024-08-19 22:00:00,24.80,54.80,71.10,72.60,Binh thuong,
Lua,2024-08-19 23:00:00,23.10,58.30,72.50,72.60,Binh thuong,
Lua,2024-08-20 00:00:00,23.00,51.70,65.20,74.00,Binh thuong,
Lua,2024-08-20 01:00:00,25.00,55.80,63.90,66.60,Binh thuong,
Lua,2024-08-20 02:00:00,24.50,52.90,75.90,64.00,Binh thuong,
Lua,2024-08-20 03:00:00,23.90,57.30,73.70,69.80,Binh thuong,
Lua,2024-08-20 04:00:00,24.00,45.00,77.90,76.80,Binh thuong,
Lua,2024-08-20 05:00:00,24.00,45.70,74.20,74.90,Binh thuong,
Lua,2024-08-20 06:00:00,24.90,54.40,62.10,74.90,Binh thuong,
Lua,2024-08-20 07:00:00,23.60,48.90,70.30,67.30,Binh thuong,
Lua,2024-08-20 08:00:00,24.50,49.60,69.70,72.20,Binh thuong,
Lua,2024-08-20 09:00:00,24.50,49.60,69.70,68.00,Binh thuong,
Lua,2024-08-20 10:00:00,24.50,49.60,69.70,72.20,Binh thuong,
Lua,2024-08-20 11:00:00,24.50,49.60,69.70,68.00,Binh thuong,
Lua,2024-08-20 12:00:00,24.40,53.50,67.30,71.00,Binh thuong,
Lua,2024-08-20 13:00:00,24.90,51.40,72.80,79.20,Binh thuong,
Lua,2024-08-20 14:00:00,24.10,50.00,77.20,79.20,Binh thuong,
Lua,2024-08-20 15:00:00,23.10,55.00,64.30,78.90,Binh thuong,
Lua,2024-08-20 16:00:00,23.50,55.10,64.30,78.90,Binh thuong,
Lua,2024-08-20 17:00:00,23.50,45.10,78.60,66.10,Binh thuong,
Lua,2024-08-20 18:00:00,23.50,55.10,64.30,78.90,Binh thuong,
Lua,2024-08-20 19:00:00,23.50,45.10,78.60,66.10,Binh thuong,
Lua,2024-08-20 20:00:00,24.90,50.50,75.40,61.60,Binh thuong,
Lua,2024-08-20 21:00:00,24.50,55.90,66.10,68.00,Binh thuong,
Lua,2024-08-20 22:00:00,24.70,51.50,70.40,68.00,Binh thuong,
Lua,2024-08-20 23:00:00,23.20,47.70,78.10,70.90,Binh thuong,
Lua,2024-08-21 00:00:00,24.20,45.10,60.90,72.30,Binh thuong,
Lua,2024-08-21 01:00:00,24.80,59.40,79.80,66.90,Binh thuong,
Lua,2024-08-21 02:00:00,24.10,51.00,70.30,64.90,Binh thuong,
Lua,2024-08-21 03:00:00,23.40,52.30,62.70,67.50,Binh thuong,
Lua,2024-08-21 04:00:00,23.80,58.20,71.90,78.70,Binh thuong,
Lua,2024-08-21 05:00:00,23.40,47.20,68.30,78.70,Binh thuong,
Lua,2024-08-21 06:00:00,23.60,53.40,79.70,69.20,Binh thuong,
Lua,2024-08-21 07:00:00,23.00,54.80,79.00,69.20,Binh thuong,
Lua,2024-08-21 08:00:00,24.20,54.10,73.30,63.50,Binh thuong,
Lua,2024-08-21 09:00:00,24.50,54.10,66.10,60.40,Binh thuong,
Lua,2024-08-21 10:00:00,23.80,52.30,61.70,60.40,Binh thuong,
Lua,2024-08-21 11:00:00,23.40,57.70,61.80,69.30,Binh thuong,
Lua,2024-08-21 12:00:00,24.80,48.80,79.20,72.90,Binh thuong,
Lua,2024-08-21 13:00:00,24.20,47.60,69.10,72.90,Binh thuong,
Lua,2024-08-21 14:00:00,25.00,47.10,74.30,74.90,Binh thuong,
Lua,2024-08-21 15:00:00,24.30,45.50,75.20,76.60,Binh thuong,
Lua,2024-08-21 16:00:00,24.90,57.40,75.70,68.30,Binh thuong,
Lua,2024-08-21 17:00:00,23.60,45.00,76.90,63.00,Binh thuong,
Lua,2024-08-21 18:00:00,24.90,57.40,75.70,68.30,Binh thuong,
Lua,2024-08-21 19:00:00,23.60,45.00,76.90,63.00,Binh thuong,
Lua,2024-08-21 20:00:00,24.00,57.00,75.70,72.20,Binh thuong,
Lua,2024-08-21 21:00:00,23.40,48.00,71.70,72.20,Binh thuong,
Lua,2024-08-21 22:00:00,24.30,56.90,67.40,71.10,Binh thuong,
Lua,2024-08-21 23:00:00,23.10,55.60,76.40,71.10,Binh thuong,
Lua,2024-08-22 00:00:00,23.80,48.00,60.80,66.30,Binh thuong,
Lua,2024-08-22 01:00:00,23.40,49.60,71.50,77.50,Binh thuong,
Lua,2024-08-22 02:00:00,23.60,48.60,62.80,72.20,Binh thuong,
Lua,2024-08-22 03:00:00,23.30,59.10,71.70,72.20,Binh thuong,
Lua,2024-08-22 04:00:00,24.50,46.60,70.80,76.00,Binh thuong,
Lua,2024-08-22 05:00:00,24.20,45.50,65.40,69.20,Binh thuong,
Lua,2024-08-22 06:00:00,24.60,55.20,68.50,69.20,Binh thuong,
Lua,2024-08-22 07:00:00,24.40,48.60,77.80,60.50,Binh thuong,
Lua,2024-08-22 08:00:00,24.30,48.00,76.60,60.50,Binh thuong,
Lua,2024-08-22 09:00:00,24.80,46.20,69.30,76.80,Binh thuong,
Lua,2024-08-22 10:00:00,23.60,45.10,79.70,67.60,Binh thuong,
Lua,2024-08-22 11:00:00,23.20,54.10,76.80,67.60,Binh thuong,
Lua,2024-08-22 12:00:00,24.60,58.80,79.20,72.80,Binh thuong,
Lua,2024-08-22 13:00:00,23.20,48.50,60.50,61.70,Binh thuong,
Lua,2024-08-22 14:00:00,24.60,58.80,79.20,72.80,Binh thuong,
Lua,2024-08-22 15:00:00,23.20,48.50,60.50,61.70,Binh thuong,
Lua,2024-08-22 16:00:00,24.00,48.50,60.50,72.20,Binh thuong,
Lua,2024-08-22 17:00:00,24.50,55.10,74.60,64.30,Binh thuong,
Lua,2024-08-22 18:00:00,24.30,59.60,78.10,64.30,Binh thuong,
Lua,2024-08-22 19:00:00,24.90,48.60,63.30,73.00,Binh thuong,
Lua,2024-08-22 20:00:00,24.60,56.50,69.90,76.20,Binh thuong,
Lua,2024-08-22 21:00:00,23.40,59.50,61.40,76.20,Binh thuong,
Lua,2024-08-22 22:00:00,25.00,59.20,65.70,61.00,Binh thuong,
Lua,2024-08-22 23:00:00,24.50,55.70,60.70,61.00,Binh thuong,
Lua,2024-08-23 00:00:00,23.90,59.70,62.50,63.40,Binh thuong,
Lua,2024-08-23 01:00:00,23.80,45.80,70.20,63.40,Binh thuong,
Lua,2024-08-23 02:00:00,23.80,55.20,62.50,66.60,Binh thuong,
Lua,2024-08-23 03:00:00,23.00,59.10,76.20,60.40,Binh thuong,
Lua,2024-08-23 04:00:00,23.80,54.50,76.90,63.50,Binh thuong,
Lua,2024-08-23 05:00:00,25.00,51.10,74.80,63.50,Binh thuong,
Lua,2024-08-23 06:00:00,24.80,59.00,63.10,67.60,Binh thuong,
Lua,2024-08-23 07:00:00,24.20,53.30,61.00,70.40,Binh thuong,
Lua,2024-08-23 08:00:00,24.00,49.20,75.00,65.80,Binh thuong,
Lua,2024-08-23 09:00:00,23.70,54.30,63.10,75.00,Binh thuong,
Lua,2024-08-23 10:00:00,24.80,50.00,76.30,68.80,Binh thuong,
Lua,2024-08-23 11:00:00,23.70,54.30,63.10,75.00,Binh thuong,
Lua,2024-08-23 12:00:00,23.40,47.30,79.70,66.50,Binh thuong,
Lua,2024-08-23 13:00:00,24.80,50.00,76.30,68.80,Binh thuong,
Lua,2024-08-23 14:00:00,23.40,47.30,79.70,66.50,Binh thuong,
Lua,2024-08-23 15:00:00,24.40,47.10,72.90,60.00,Binh thuong,
Lua,2024-08-23 16:00:00,23.00,49.80,64.00,73.50,Binh thuong,
Lua,2024-08-23 17:00:00,24.70,46.40,76.10,62.40,Binh thuong,
Lua,2024-08-23 18:00:00,24.80,52.60,67.50,64.50,Binh thuong,
Lua,2024-08-23 19:00:00,23.60,49.40,65.20,62.80,Binh thuong,
Lua,2024-08-23 20:00:00,24.80,50.00,60.50,62.80,Binh thuong,
Lua,2024-08-23 21:00:00,24.10,53.60,72.20,65.20,Binh thuong,
Lua,2024-08-23 22:00:00,23.50,56.90,66.30,65.20,Binh thuong,
Lua,2024-08-23 23:00:00,24.50,53.10,71.90,60.20,Binh thuong,
Lua,2024-08-24 00:00:00,23.30,54.30,65.30,74.10,Binh thuong,
Lua,2024-08-24 01:00:00,24.10,48.20,64.00,63.30,Binh thuong,
Lua,2024-08-24 02:00:00,23.10,53.10,70.10,63.30,Binh thuong,
Lua,2024-08-24 03:00:00,25.00,47.80,75.50,64.90,Binh thuong,
Lua,2024-08-24 04:00:00,25.00,57.30,79.80,74.60,Binh thuong,
Lua,2024-08-24 05:00:00,23.80,46.20,79.80,64.10,Binh thuong,
Lua,2024-08-24 06:00:00,23.50,56.40,70.40,64.10,Binh thuong,
Lua,2024-08-24 07:00:00,24.50,51.10,69.60,75.90,Binh thuong,
Lua,2024-08-24 08:00:00,24.10,55.90,74.60,71.80,Binh thuong,
Lua,2024-08-24 09:00:00,23.00,55.90,74.60,68.50,Binh thuong,
Lua,2024-08-24 10:00:00,23.60,56.00,79.30,68.50,Binh thuong,
Lua,2024-08-24 11:00:00,23.20,58.40,77.70,69.70,Binh thuong,
Lua,2024-08-24 12:00:00,23.70,53.50,79.30,69.70,Binh thuong,
Lua,2024-08-24 13:00:00,24.80,57.90,61.40,79.70,Binh thuong,
Lua,2024-08-24 14:00:00,23.70,50.40,79.90,69.90,Binh thuong,
Lua,2024-08-24 15:00:00,24.80,57.90,61.40,79.70,Binh thuong,
Lua,2024-08-24 16:00:00,23.70,50.40,79.90,69.90,Binh thuong,
Lua,2024-08-24 17:00:00,23.30,46.40,78.90,69.90,Binh thuong,
Lua,2024-08-24 18:00:00,24.20,46.20,64.70,79.70,Binh thuong,
Lua,2024-08-24 19:00:00,23.10,53.40,78.50,64.40,Binh thuong,
Lua,2024-08-24 20:00:00,24.30,51.30,63.50,76.50,Binh thuong,
Lua,2024-08-24 21:00:00,23.60,57.90,65.90,72.40,Binh thuong,
Lua,2024-08-24 22:00:00,24.10,59.40,78.60,73.40,Binh thuong,
Lua,2024-08-24 23:00:00,24.00,46.50,75.90,60.40,Binh thuong,
Lua,2024-08-25 00:00:00,24.30,49.80,79.00,75.80,Binh thuong,
Lua,2024-08-25 01:00:00,24.60,45.40,68.60,69.20,Binh thuong,
Lua,2024-08-25 02:00:00,23.10,49.90,70.60,69.20,Binh thuong,
Lua,2024-08-25 03:00:00,24.00,56.40,79.20,65.90,Binh thuong,
Lua,2024-08-25 04:00:00,24.00,58.90,62.70,72.60,Binh thuong,
Lua,2024-08-25 05:00:00,24.60,51.20,62.50,69.50,Binh thuong,
Lua,2024-08-25 06:00:00,23.80,59.50,63.20,71.20,Binh thuong,
Lua,2024-08-25 07:00:00,23.20,55.20,76.10,71.20,Binh thuong,
Lua,2024-08-25 08:00:00,24.90,45.40,72.10,64.20,Binh thuong,
Lua,2024-08-25 09:00:00,23.10,59.00,62.90,64.20,Binh thuong,
Lua,2024-08-25 10:00:00,24.00,48.40,63.20,60.40,Binh thuong,
Lua,2024-08-25 11:00:00,24.80,54.80,68.30,79.60,Binh thuong,
Lua,2024-08-25 12:00:00,23.30,58.10,65.50,68.20,Binh thuong,
Lua,2024-08-25 13:00:00,23.10,58.90,67.30,76.70,Binh thuong,
Lua,2024-08-25 14:00:00,24.20,56.20,68.50,76.70,Binh thuong,
Lua,2024-08-25 15:00:00,23.00,52.20,61.20,71.20,Binh thuong,
Lua,2024-08-25 16:00:00,23.20,58.90,76.90,71.20,Binh thuong,
Lua,2024-08-25 17:00:00,23.00,52.20,61.20,71.20,Binh thuong,
Lua,2024-08-25 18:00:00,23.20,58.90,76.90,71.20,Binh thuong,
Lua,2024-08-25 19:00:00,24.80,45.20,63.10,71.30,Binh thuong,
Lua,2024-08-25 20:00:00,24.00,59.20,67.80,71.30,Binh thuong,
Lua,2024-08-25 21:00:00,24.60,57.30,78.60,62.00,Binh thuong,
Lua,2024-08-25 22:00:00,24.50,54.90,77.40,73.80,Binh thuong,
Lua,2024-08-25 23:00:00,25.00,56.30,76.30,77.80,Binh thuong,
Lua,2024-08-26 00:00:00,24.80,56.20,63.10,66.70,Binh thuong,
Lua,2024-08-26 01:00:00,23.70,53.60,77.70,77.80,Binh thuong,
Lua,2024-08-26 02:00:00,25.00,56.30,76.30,77.80,Binh thuong,
Lua,2024-08-26 03:00:00,23.10,46.10,79.00,77.80,Binh thuong,
Lua,2024-08-26 04:00:00,24.80,56.20,63.10,66.70,Binh thuong,
Lua,2024-08-26 05:00:00,23.70,53.60,77.70,77.80,Binh thuong,
Lua,2024-08-26 06:00:00,23.10,46.10,79.00,77.80,Binh thuong,
Lua,2024-08-26 07:00:00,24.60,46.30,73.30,77.90,Binh thuong,
Lua,2024-08-26 08:00:00,24.70,45.20,66.50,68.90,Binh thuong,
Lua,2024-08-26 09:00:00,24.50,59.90,64.00,70.80,Binh thuong,
Lua,2024-08-26 10:00:00,23.30,56.30,76.40,70.80,Binh thuong,
Lua,2024-08-26 11:00:00,23.70,55.00,62.50,65.00,Binh thuong,
Lua,2024-08-26 12:00:00,24.60,51.00,78.50,67.60,Binh thuong,
Lua,2024-08-26 13:00:00,24.20,53.20,70.70,60.00,Binh thuong,
Lua,2024-08-26 14:00:00,24.60,54.90,63.50,60.00,Binh thuong,
Lua,2024-08-26 15:00:00,23.30,54.90,61.20,62.80,Binh thuong,
Lua,2024-08-26 16:00:00,24.10,56.20,68.30,72.40,Binh thuong,
Lua,2024-08-26 17:00:00,24.60,54.90,63.50,60.00,Binh thuong,
Lua,2024-08-26 18:00:00,24.10,59.30,76.20,61.70,Binh thuong,
Lua,2024-08-26 19:00:00,23.50,56.00,66.30,71.00,Binh thuong,
Lua,2024-08-26 20:00:00,23.30,54.90,61.20,62.80,Binh thuong,
Lua,2024-08-26 21:00:00,24.10,56.20,68.30,72.40,Binh thuong,
Lua,2024-08-26 22:00:00,24.10,59.30,76.20,61.70,Binh thuong,
Lua,2024-08-26 23:00:00,24.40,60.00,79.80,62.00,Binh thuong,
Lua,2024-08-27 00:00:00,24.40,58.40,72.40,69.90,Binh thuong,
Lua,2024-08-27 01:00:00,24.20,51.40,72.60,69.00,Binh thuong,
Lua,2024-08-27 02:00:00,23.50,55.00,61.90,60.30,Binh thuong,
Lua,2024-08-27 03:00:00,23.50,55.10,69.70,71.50,Binh thuong,
Lua,2024-08-27 04:00:00,24.20,57.10,72.10,70.50,Binh thuong,
Lua,2024-08-27 05:00:00,23.20,47.90,76.60,70.50,Binh thuong,
Lua,2024-08-27 06:00:00,23.30,55.40,73.10,78.50,Binh thuong,
Lua,2024-08-27 07:00:00,24.30,53.70,70.40,68.00,Binh thuong,
Lua,2024-08-27 08:00:00,24.80,51.40,69.30,68.00,Binh thuong,
Lua,2024-08-27 09:00:00,23.40,49.50,65.10,79.70,Binh thuong,
Lua,2024-08-27 10:00:00,23.70,45.30,73.10,60.90,Binh thuong,
Lua,2024-08-27 11:00:00,24.70,59.50,74.10,71.20,Binh thuong,
Lua,2024-08-27 12:00:00,24.20,59.40,73.70,79.00,Binh thuong,
Lua,2024-08-27 13:00:00,24.80,53.10,71.50,67.10,Binh thuong,
Lua,2024-08-27 14:00:00,23.50,56.50,70.70,69.70,Binh thuong,
Lua,2024-08-27 15:00:00,24.80,49.40,75.80,74.30,Binh thuong,
Lua,2024-08-27 16:00:00,23.30,58.00,77.20,74.00,Binh thuong,
Lua,2024-08-27 17:00:00,23.60,50.90,78.50,74.00,Binh thuong,
Lua,2024-08-27 18:00:00,23.00,46.80,66.80,67.20,Binh thuong,
Lua,2024-08-27 19:00:00,23.80,59.50,60.50,66.90,Binh thuong,
Lua,2024-08-27 20:00:00,23.80,45.50,67.00,66.90,Binh thuong,
Lua,2024-08-27 21:00:00,23.30,57.20,71.80,67.70,Binh thuong,
Lua,2024-08-27 22:00:00,23.30,52.90,77.80,67.70,Binh thuong,
Lua,2024-08-27 23:00:00,23.10,53.90,61.80,60.00,Binh thuong,
Lua,2024-08-28 00:00:00,23.40,52.50,60.00,66.20,Binh thuong,
Lua,2024-08-28 01:00:00,24.70,59.40,73.70,66.90,Binh thuong,
Lua,2024-08-28 02:00:00,24.40,59.40,73.70,66.90,Binh thuong,
Lua,2024-08-28 03:00:00,24.40,54.10,60.30,78.00,Binh thuong,
Lua,2024-08-28 04:00:00,24.00,48.00,77.30,79.60,Binh thuong,
Lua,2024-08-28 05:00:00,24.80,57.60,71.10,79.60,Binh thuong,
Lua,2024-08-28 06:00:00,24.80,48.80,68.90,73.00,Binh thuong,
Lua,2024-08-28 07:00:00,23.70,46.60,74.80,60.80,Binh thuong,
Lua,2024-08-28 08:00:00,23.10,53.70,74.50,60.80,Binh thuong,
Lua,2024-08-28 09:00:00,23.30,54.30,77.30,72.60,Binh thuong,
Lua,2024-08-28 10:00:00,23.00,52.20,75.30,75.50,Binh thuong,
Lua,2024-08-28 11:00:00,23.80,59.50,67.00,74.20,Binh thuong,
Lua,2024-08-28 12:00:00,24.60,46.30,73.70,72.30,Binh thuong,
Lua,2024-08-28 13:00:00,23.30,47.50,65.10,71.30,Binh thuong,
Lua,2024-08-28 14:00:00,23.50,56.00,66.30,71.00,Binh thuong,
Lua,2024-08-28 15:00:00,24.40,60.00,79.80,62.00,Binh thuong,
Lua,2024-08-28 16:00:00,24.40,58.40,72.40,69.90,Binh thuong,
Lua,2024-08-28 17:00:00,24.20,51.40,72.60,69.00,Binh thuong,
Lua,2024-08-28 18:00:00,23.50,55.00,61.90,60.30,Binh thuong,
Lua,2024-08-28 19:00:00,23.50,55.10,69.70,71.50,Binh thuong,
Lua,2024-08-28 20:00:00,24.20,57.10,72.10,70.50,Binh thuong,
Lua,2024-08-28 21:00:00,23.20,47.90,76.60,70.50,Binh thuong,
Lua,2024-08-28 22:00:00,23.30,55.40,73.10,78.50,Binh thuong,
Lua,2024-08-28 23:00:00,24.30,53.70,70.40,68.00,Binh thuong,
Lua,2024-08-29 00:00:00,24.80,51.40,69.30,68.00,Binh thuong,
Lua,2024-08-29 01:00:00,23.40,49.50,65.10,79.70,Binh thuong,
Lua,2024-08-29 02:00:00,23.70,45.30,73.10,60.90,Binh thuong,
Lua,2024-08-29 03:00:00,24.70,59.50,74.10,71.20,Binh thuong,
Lua,2024-08-29 04:00:00,24.20,59.40,73.70,79.00,Binh thuong,
Lua,2024-08-29 05:00:00,24.80,53.10,71.50,67.10,Binh thuong,
Lua,2024-08-29 06:00:00,23.50,56.50,70.70,69.70,Binh thuong,
Lua,2024-08-29 07:00:00,24.80,49.40,75.80,74.30,Binh thuong,
Lua,2024-08-29 08:00:00,23.30,58.00,77.20,74.00,Binh thuong,
Lua,2024-08-29 09:00:00,23.60,50.90,78.50,74.00,Binh thuong,
Lua,2024-08-29 10:00:00,23.00,46.80,66.80,67.20,Binh thuong,
Lua,2024-08-29 11:00:00,23.80,59.50,60.50,66.90,Binh thuong,
Lua,2024-08-29 12:00:00,23.80,45.50,67.00,66.90,Binh thuong,
Lua,2024-08-29 13:00:00,23.30,57.20,71.80,67.70,Binh thuong,
